Id,R/O_final,Country,Entry,Artist,Song,Language,Placing,Year,R/O,Event
1154,17.0,Germany,53,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,English,20,2009,,
1123,18.0,Turkey,31,Hadise,Düm Tek Tek,English,4,2009,,
1148,19.0,Albania,6,Kejsi Tola,Carry Me in Your Dreams,English,17,2009,,
1138,20.0,Norway,48,Alexander Rybak,Fairytale,English,1,2009,,
1149,21.0,Ukraine,7,Svetlana Loboda,Be My Valentine! (Anti-Crisis Girl),English,12,2009,,
1128,22.0,Romania,11,Elena,The Balkan Girls,English,19,2009,,
1155,23.0,United Kingdom,52,Jade Ewen,It's My Time,English,5,2009,,
1129,24.0,Finland,43,Waldo's People,Lose Control,English,25,2009,,
1156,25.0,Spain,49,Soraya Arnelas,La noche es para mí,Spanish,24,2009,,
1180,1.0,Azerbaijan,3,Safura,Drip Drop,English,5,2010,,
1191,2.0,Spain,50,Daniel Diges,Algo pequeñito,Spanish,15,2010,,
1192,3.0,Norway,49,Didrik Solli-Tangen,My Heart Is Yours,English,20,2010,,
1157,4.0,Moldova,6,SunStroke Project & Olia Tira,Run Away,English,22,2010,,
1187,5.0,Cyprus,28,Jon Lilygreen & The Islanders,Life Looks Better in Spring,English,21,2010,,
1164,6.0,Bosnia and Herzegovina,16,Vukašin Brajić,Thunder and Lightning,English,17,2010,,
1166,7.0,Belgium,52,Tom Dice,Me and My Guitar,English,6,2010,,
1163,8.0,Serbia,4,Milan Stanković,Ovo je Balkan (Oво je Балкан),Serbian,13,2010,,
1172,9.0,Belarus,7,3+2 feat. Robert Wells,Butterflies,English,24,2010,,
1185,10.0,Ireland,44,Niamh Kavanagh,It's for You,English,23,2010,,
1169,11.0,Greece,31,Giorgos Alkaios & Friends,OPA (ΩΠΑ),Greek[g],8,2010,,
1193,12.0,United Kingdom,53,Josh Dubovie,That Sounds Good to Me,English,25,2010,,
1189,13.0,Georgia,3,Sofia Nizharadze,Shine,English,9,2010,,
1190,14.0,Turkey,32,maNga,We Could Be the Same,English,2,2010,,
1168,15.0,Albania,7,Juliana Pasha,It's All About You,English,16,2010,,
1173,16.0,Iceland,23,Hera Björk,Je ne sais quoi,English,19,2010,,
1181,17.0,Ukraine,8,Alyosha,Sweet People,English,10,2010,,
1194,18.0,France,53,Jessy Matador,Allez Ola Olé,French,12,2010,,
1183,19.0,Romania,12,Paula Seling & Ovi,Playing with Fire,English,3,2010,,
1158,20.0,Russia,14,Peter Nalitch & Friends,Lost and Forgotten,English,11,2010,,
1175,21.0,Armenia,5,Eva Rivas,Apricot Stone,English,7,2010,,
1195,22.0,Germany,54,Lena,Satellite,English,1,2010,,
1170,23.0,Portugal,44,Filipa Azevedo,Há dias assim,Portuguese,18,2010,,
1176,24.0,Israel,33,Harel Skaat,Milim (מילים),Hebrew,14,2010,,
1177,25.0,Denmark,39,Chanée & N'evergreen,In a Moment Like This,English,4,2010,,
1205,1.0,Finland,45,Paradise Oskar,Da Da Dam,English,21,2011,,
1215,2.0,Bosnia and Herzegovina,17,Dino Merlin,Love in Rewind,English[k],6,2011,,
1232,3.0,Denmark,40,A Friend in London,New Tomorrow,English,5,2011,,
1212,4.0,Lithuania,12,Evelina Sašenko,C'est ma vie,English[a],19,2011,,
1210,5.0,Hungary,9,Kati Wolf,What About My Dreams?,"English, Hungarian",22,2011,,
1233,6.0,Ireland,45,Jedward,Lipstick,English,8,2011,,
1222,7.0,Sweden,51,Eric Saade,Popular,English,3,2011,,
1229,8.0,Estonia,17,Getter Jaani,Rockefeller Street,English,24,2011,,
1214,9.0,Greece,32,Loucas Giorkas feat. Stereo Mike,Watch My Dance,"English, Greek",7,2011,,
1202,10.0,Russia,15,Alexey Vorobyov,Get You,"English, Russian",16,2011,,
1234,11.0,France,54,Amaury Vassili,Sognu,Corsican,15,2011,,
1235,12.0,Italy,37,Raphael Gualazzi,Madness of Love,"Italian, English",2,2011,,
1203,13.0,Switzerland,52,Anna Rossinelli,In Love for a While,English,25,2011,,
1236,14.0,United Kingdom,54,Blue,I Can,English,11,2011,,
1221,15.0,Moldova,7,Zdob și Zdub,So Lucky,English,12,2011,,
1237,16.0,Germany,55,Lena,Taken by a Stranger,English,10,2011,,
1228,17.0,Romania,13,Hotel FM,Change,English,17,2011,,
1216,18.0,Austria,44,Nadine Beiler,The Secret Is Love,English,18,2011,,
1213,19.0,Azerbaijan,4,Ell & Nikki,Running Scared,English,1,2011,,
1227,20.0,Slovenia,17,Maja Keuc,No One,English,13,2011,,
1209,21.0,Iceland,24,Sjonni's Friends,Coming Home,English,20,2011,,
1238,22.0,Spain,51,Lucía Pérez,Que me quiten lo bailao,Spanish,23,2011,,
1220,23.0,Ukraine,9,Mika Newton,Angel,English,4,2011,,
1201,24.0,Serbia,5,Nina,Čaroban (Чаробан),Serbian,14,2011,,
1204,25.0,Georgia,4,Eldrine,One More Day,English,9,2011,,
1275,1.0,United Kingdom,55,Engelbert Humperdinck,Love Will Set You Free,English,25,2012,,
1253,2.0,Hungary,10,Compact Disco,Sound of Our Hearts,English,24,2012,,
1243,3.0,Albania,9,Rona Nishliu,Suus,Albanian,5,2012,,
1274,4.0,Lithuania,13,Donny Montell,Love Is Blind,English,14,2012,,
1273,5.0,Bosnia and Herzegovina,18,Maya Sar,Korake ti znam,Bosnian,18,2012,,
1252,6.0,Russia,16,Buranovskiye Babushki,Party for Everybody,"Udmurt, English",2,2012,,
1240,7.0,Iceland,25,Greta Salóme & Jónsi,Never Forget,English,20,2012,,
1250,8.0,Cyprus,30,Ivi Adamou,La La Love,English,16,2012,,
1276,9.0,France,55,Anggun,Echo (You and I),"French, English",22,2012,,
1277,10.0,Italy,38,Nina Zilli,L'amore è femmina (Out of Love),"English, Italian",9,2012,,
1270,11.0,Estonia,18,Ott Lepland,Kuula,Estonian,6,2012,,
1272,12.0,Norway,51,Tooji,Stay,English,26,2012,,
1278,13.0,Azerbaijan,5,Sabina Babayeva,When the Music Dies,English,4,2012,,
1244,14.0,Romania,14,Mandinga,Zaleilah,"Spanish, English",12,2012,,
1251,15.0,Denmark,41,Soluna Samay,Should've Known Better,English,23,2012,,
1241,16.0,Greece,33,Eleftheria Eleftheriou,Aphrodisiac,English,17,2012,,
1267,17.0,Sweden,52,Loreen,Euphoria,English,1,2012,,
1269,18.0,Turkey,34,Can Bonomo,Love Me Back,English,7,2012,,
1279,19.0,Spain,52,Pastora Soler,Quédate conmigo,Spanish,10,2012,,
1280,20.0,Germany,56,Roman Lob,Standing Still,English,8,2012,,
1260,21.0,Malta,25,Kurt Calleja,This Is the Night,English,21,2012,,
1258,22.0,Macedonia,12,Kaliopi,Crno i belo (Црно и бело),Macedonian,13,2012,,
1256,23.0,Ireland,46,Jedward,Waterline,English,19,2012,,
1257,24.0,Serbia,6,Željko Joksimović,Nije ljubav stvar (Није љубав ствар),Serbian,3,2012,,
1263,25.0,Ukraine,10,Gaitana,Be My Guest,English,15,2012,,
1255,26.0,Moldova,8,Pasha Parfeny,Lăutar,English,11,2012,,
1314,1.0,France,56,Amandine Bourgeois,L'enfer et moi,French,23,2013,,
1290,2.0,Lithuania,14,Andrius Pojavis,Something,English,22,2013,,
1292,3.0,Moldova,9,Aliona Moon,O mie,Romanian,11,2013,,
1301,4.0,Finland,47,Krista Siegfrids,Marry Me,English,24,2013,,
1315,5.0,Spain,53,ESDM,Contigo hasta el final,Spanish[g],25,2013,,
1295,6.0,Belgium,55,Roberto Bellarosa,Love Kills,English,12,2013,,
1282,7.0,Estonia,19,Birgit,Et uus saaks alguse,Estonian,20,2013,,
1291,8.0,Belarus,10,Alyona Lanskaya,Solayoh,English,16,2013,,
1302,9.0,Malta,26,Gianluca,Tomorrow,English,8,2013,,
1286,10.0,Russia,17,Dina Garipova,What If,English,5,2013,,
1316,11.0,Germany,57,Cascada,Glorious,English,21,2013,,
1307,12.0,Armenia,7,Dorians,Lonely Planet,English,18,2013,,
1288,13.0,Netherlands,54,Anouk,Birds,English,9,2013,,
1313,14.0,Romania,15,Cezar,It's My Life,English,13,2013,,
1317,15.0,United Kingdom,56,Bonnie Tyler,Believe in Me,English,19,2013,,
1318,16.0,Sweden,53,Robin Stjernberg,You,English,14,2013,,
1308,17.0,Hungary,11,ByeAlex,Kedvesem (Zoohacker Remix),Hungarian,10,2013,,
1285,18.0,Denmark,42,Emmelie de Forest,Only Teardrops,English,1,2013,,
1304,19.0,Iceland,26,Eythor Ingi,Ég á líf,Icelandic,17,2013,,
1300,20.0,Azerbaijan,6,Farid Mammadov,Hold Me,English,2,2013,,
1305,21.0,Greece,34,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek[g],6,2013,,
1287,22.0,Ukraine,11,Zlata Ognevich,Gravity,English,3,2013,,
1319,23.0,Italy,39,Marco Mengoni,L'essenziale,Italian,7,2013,,
1309,24.0,Norway,52,Margaret Berger,I Feed You My Love,English,4,2013,,
1311,25.0,Georgia,6,Nodi Tatishvili & Sophie Gelovani,Waterfall,English,15,2013,,
1293,26.0,Ireland,47,Ryan Dolan,Only Love Survives,English,26,2013,,
1328,1.0,Ukraine,12,Mariya Yaremchuk,Tick-Tock,English,6,2014,,
1345,2.0,Belarus,11,Teo,Cheesecake,English,16,2014,,
1327,3.0,Azerbaijan,7,Dilara Kazimova,Start a Fire,English,22,2014,,
1324,4.0,Iceland,27,Pollapönk,No Prejudice,English,15,2014,,
1338,5.0,Norway,53,Carl Espen,Silent Storm,English,8,2014,,
1350,6.0,Romania,16,Paula Seling & Ovi,Miracle,English,12,2014,,
1320,7.0,Armenia,8,Aram MP3,Not Alone,English,4,2014,,
1334,8.0,Montenegro,6,Sergej Ćetković,Moj svijet (Мој свијет),Montenegrin,19,2014,,
1340,9.0,Poland,17,Donatan & Cleo,My Słowianie – We Are Slavic,"Polish, English",14,2014,,
1348,10.0,Greece,35,Freaky Fortune feat. RiskyKidd,Rise Up,English,20,2014,,
1341,11.0,Austria,47,Conchita Wurst,Rise Like a Phoenix,English,1,2014,,
1351,12.0,Germany,58,Elaiza,Is It Right,English,18,2014,,
1323,13.0,Sweden,54,Sanna Nielsen,Undo,English,3,2014,,
1352,14.0,France,57,Twin Twin,Moustache,French[g][b],26,2014,,
1326,15.0,Russia,18,Tolmachevy Sisters,Shine,English,7,2014,,
1353,16.0,Italy,40,Emma,La mia città,Italian[g],21,2014,,
1349,17.0,Slovenia,20,Tinkara Kovač,Round and Round,"English, Slovene",25,2014,,
1343,18.0,Finland,48,Softengine,Something Better,English,11,2014,,
1354,19.0,Spain,54,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",10,2014,,
1347,20.0,Switzerland,55,Sebalter,Hunter of Stars,English,13,2014,,
1335,21.0,Hungary,12,András Kállay-Saunders,Running,English,5,2014,,
1336,22.0,Malta,27,Firelight,Coming Home,English,23,2014,,
1355,23.0,Denmark,43,Basim,Cliche Love Song,English,9,2014,,
1333,24.0,Netherlands,55,The Common Linnets,Calm After the Storm,English,2,2014,,
1331,25.0,San Marino,5,Valentina Monetta,Maybe,English,24,2014,,
1356,26.0,United Kingdom,57,Molly,Children of the Universe,English,17,2014,,
1388,1.0,Slovenia,21,Maraaya,Here for You,English,14,2015,,
1390,2.0,France,58,Lisa Angell,N'oubliez pas,French,25,2015,,
1381,3.0,Israel,38,Nadav Guedj,Golden Boy,English,9,2015,,
1363,4.0,Estonia,21,Elina Born & Stig Rästa,Goodbye to Yesterday,English,7,2015,,
1391,5.0,United Kingdom,58,Electro Velvet,Still in Love with You,English,24,2015,,
1358,6.0,Armenia,9,Genealogy,Face the Shadow,English,16,2015,,
1373,7.0,Lithuania,16,Monika Linkytė & Vaidas Baumila,This Time,English,18,2015,,
1365,8.0,Serbia,8,Bojana Stamenov,Beauty Never Lies,English,10,2015,,
1378,9.0,Norway,54,Mørland & Debrah Scarlett,A Monster Like Me,English,8,2015,,
1385,10.0,Sweden,55,Måns Zelmerlöw,Heroes,English,1,2015,,
1387,11.0,Cyprus,32,John Karayiannis,One Thing I Should Have Done,English,22,2015,,
1392,12.0,Australia,1,Guy Sebastian,Tonight Again,English,5,2015,,
1359,13.0,Belgium,57,Loïc Nottet,Rhythm Inside,English,4,2015,,
1393,14.0,Austria,48,The Makemakes,I Am Yours,English,26,2015,,
1362,15.0,Greece,36,Maria Elena Kyriakou,One Last Breath,English,19,2015,,
1376,16.0,Montenegro,7,Knez,Adio (Адио),Montenegrin,13,2015,,
1394,17.0,Germany,59,Ann Sophie,Black Smoke,English,27,2015,,
1389,18.0,Poland,18,Monika Kuszyńska,In the Name of Love,English,23,2015,,
1382,19.0,Latvia,16,Aminata,Love Injected,English,6,2015,,
1371,20.0,Romania,17,Voltaj,De la capăt (All Over Again),"Romanian, English",15,2015,,
1395,21.0,Spain,55,Edurne,Amanecer,Spanish,21,2015,,
1366,22.0,Hungary,13,Boggie,Wars for Nothing,English,20,2015,,
1372,23.0,Georgia,8,Nina Sublatti,Warrior,English,11,2015,,
1383,24.0,Azerbaijan,8,Elnur Hüseynov,Hour of the Wolf,English,12,2015,,
1368,25.0,Russia,19,Polina Gagarina,A Million Voices,English,2,2015,,
1370,26.0,Albania,12,Elhaida Dani,I'm Alive,English,17,2015,,
1396,27.0,Italy,41,Il Volo,Grande amore,Italian,3,2015,,
1432,1.0,Belgium,58,Laura Tesoro,What's the Pressure,English,10,2016,,
1406,2.0,Czech Republic,5,Gabriela Gunčíková,I Stand,English,25,2016,,
1402,3.0,Netherlands,57,Douwe Bob,Slow Down,English,11,2016,,
1410,4.0,Azerbaijan,9,Samra,Miracle,English,17,2016,,
1400,5.0,Hungary,14,Freddie,Pioneer,English,19,2016,,
1433,6.0,Italy,42,Francesca Michielin,No Degree of Separation,"Italian, English",16,2016,,
1418,7.0,Israel,39,Hovi Star,Made of Stars,English,14,2016,,
1426,8.0,Bulgaria,10,Poli Genova,If Love Was a Crime,"English, Bulgarian",4,2016,,
1434,9.0,Sweden,56,Frans,If I Were Sorry,English,5,2016,,
1435,10.0,Germany,60,Jamie-Lee,Ghost,English,26,2016,,
1436,11.0,France,59,Amir,J'ai cherché,"French, English",6,2016,,
1416,12.0,Poland,19,Michał Szpak,Color of Your Life,English,8,2016,,
1424,13.0,Australia,2,Dami Im,Sound of Silence,English,2,2016,,
1407,14.0,Cyprus,33,Minus One,Alter Ego,English,21,2016,,
1420,15.0,Serbia,9,Sanja Vučić ZAA,Goodbye (Shelter),English,18,2016,,
1423,16.0,Lithuania,17,Donny Montell,I've Been Waiting for This Night,English,9,2016,,
1401,17.0,Croatia,22,Nina Kraljić,Lighthouse,English,23,2016,,
1405,18.0,Russia,20,Sergey Lazarev,You Are the Only One,English,3,2016,,
1437,19.0,Spain,56,Barei,Say Yay!,English,22,2016,,
1415,20.0,Latvia,17,Justs,Heartbeat,English,15,2016,,
1428,21.0,Ukraine,13,Jamala,1944,"English, Crimean Tatar",1,2016,,
1414,22.0,Malta,29,Ira Losco,Walk on Water,English,12,2016,,
1430,23.0,Georgia,9,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,English,20,2016,,
1408,24.0,Austria,49,Zoë,Loin d'ici,French,13,2016,,
1438,25.0,United Kingdom,59,Joe & Jake,You're Not Alone,English,24,2016,,
1403,26.0,Armenia,10,Iveta Mukuchyan,LoveWave,English,7,2016,,
1474,1.0,Israel,40,Imri,I Feel Alive,English,23,2017,,
1449,2.0,Poland,20,Kasia Moś,Flashlight,English,22,2017,,
1470,3.0,Belarus,14,Naviband,Story of My Life,Belarusian,17,2017,,
1458,4.0,Austria,50,Nathan Trent,Running on Air,English,16,2017,,
1454,5.0,Armenia,11,Artsvik,Fly with Me,English,18,2017,,
1462,6.0,Netherlands,58,O'G3NE,Lights and Shadows,English,11,2017,,
1450,7.0,Moldova,13,SunStroke Project,"Hey, Mamma!",English,3,2017,,
1463,8.0,Hungary,15,Joci Pápai,Origo,Hungarian,8,2017,,
1475,9.0,Italy,43,Francesco Gabbani,Occidentali's Karma,Italian[g][t][u],6,2017,,
1464,10.0,Denmark,46,Anja,Where I Am,English,20,2017,,
1447,11.0,Portugal,49,Salvador Sobral,Amar pelos dois,Portuguese,1,2017,,
1446,12.0,Azerbaijan,10,Dihaj,Skeletons,English,14,2017,,
1467,13.0,Croatia,23,Jacques Houdek,My Friend,"English, Italian",13,2017,,
1441,14.0,Australia,3,Isaiah,Don't Come Easy,English,9,2017,,
1448,15.0,Greece,38,Demy,This Is Love,English,19,2017,,
1476,16.0,Spain,57,Manel Navarro,Do It for Your Lover,"Spanish, English",26,2017,,
1468,17.0,Norway,56,Jowst,Grab the Moment,English,10,2017,,
1477,18.0,United Kingdom,60,Lucie Jones,Never Give Up on You,English,15,2017,,
1453,19.0,Cyprus,34,Hovig,Gravity,English,21,2017,,
1461,20.0,Romania,18,Ilinca feat. Alex Florea,Yodel It!,English,7,2017,,
1478,21.0,Germany,61,Levina,Perfect Life,English,25,2017,,
1479,22.0,Ukraine,14,O.Torvald,Time,English,24,2017,,
1443,23.0,Belgium,59,Blanche,City Lights,English,4,2017,,
1439,24.0,Sweden,57,Robin Bengtsson,I Can't Go On,English,5,2017,,
1471,25.0,Bulgaria,11,Kristian Kostov,Beautiful Mess,English,2,2017,,
1480,26.0,France,60,Alma,Requiem,"French, English",12,2017,,
1517,1.0,Ukraine,15,Mélovin,Under the Ladder,English,17,2018,,
1518,2.0,Spain,58,Amaia & Alfred,Tu canción,Spanish,23,2018,,
1516,3.0,Slovenia,24,Lea Sirk,"Hvala, ne!",Slovene[z],22,2018,,
1486,4.0,Lithuania,19,Ieva Zasimauskaitė,When We're Old,English[v],12,2018,,
1493,5.0,Austria,51,Cesár Sampson,Nobody but You,English,3,2018,,
1489,6.0,Estonia,24,Elina Nechayeva,La forza,Italian,8,2018,,
1500,7.0,Norway,57,Alexander Rybak,That's How You Write a Song,English,15,2018,,
1519,8.0,Portugal,50,Cláudia Pascoal,O jardim,Portuguese,26,2018,,
1520,9.0,United Kingdom,61,SuRie,Storm,English,24,2018,,
1502,10.0,Serbia,11,Sanja Ilić & Balkanika,Nova deca (Нова деца),Serbian[x],19,2018,,
1521,11.0,Germany,62,Michael Schulte,You Let Me Walk Alone,English,4,2018,,
1483,12.0,Albania,15,Eugent Bushpepa,Mall,Albanian,11,2018,,
1522,13.0,France,61,Madame Monsieur,Mercy,French,13,2018,,
1485,14.0,Czech Republic,7,Mikolas Josef,Lie to Me,English,6,2018,,
1504,15.0,Denmark,47,Rasmussen,Higher Ground,English[y],9,2018,,
1508,16.0,Australia,4,Jessica Mauboy,We Got Love,English,20,2018,,
1495,17.0,Finland,52,Saara Aalto,Monsters,English,25,2018,,
1490,18.0,Bulgaria,12,Equinox,Bones,English,14,2018,,
1506,19.0,Moldova,14,DoReDoS,My Lucky Day,English,10,2018,,
1514,20.0,Sweden,58,Benjamin Ingrosso,Dance You Off,English,7,2018,,
1512,21.0,Hungary,16,AWS,Viszlát nyár,Hungarian,21,2018,,
1487,22.0,Israel,41,Netta,Toy,English,1,2018,,
1507,23.0,Netherlands,59,Waylon,Outlaw in 'Em,English,18,2018,,
1498,24.0,Ireland,52,Ryan O'Shaughnessy,Together,English[w],16,2018,,
1499,25.0,Cyprus,35,Eleni Foureira,Fuego,English[b],2,2018,,
1523,26.0,Italy,44,Ermal Meta & Fabrizio Moro,Non mi avete fatto niente,Italian,5,2018,,
1551,1.0,Malta,32,Michela,Chameleon,English,14,2019,,
1554,2.0,Albania,16,Jonida Maliqi,Ktheju tokës,Albanian,17,2019,,
1529,3.0,Czech Republic,8,Lake Malawi,Friend of a Friend,English,11,2019,,
1559,4.0,Germany,63,S!sters,Sister,English,25,2019,,
1553,5.0,Russia,22,Sergey Lazarev,Scream,English,3,2019,,
1547,6.0,Denmark,48,Leonora,Love Is Forever,"English, French[c][ab]",12,2019,,
1540,7.0,San Marino,10,Serhat,Say Na Na Na,English[q],19,2019,,
1557,8.0,North Macedonia,19,Tamara Todevska,Proud,English,7,2019,,
1548,9.0,Sweden,59,John Lundvik,Too Late for Love,English,5,2019,,
1528,10.0,Slovenia,25,Zala Kralj & Gašper Šantl,Sebi,Slovene,15,2019,,
1524,11.0,Cyprus,36,Tamta,Replay,English,13,2019,,
1556,12.0,Netherlands,60,Duncan Laurence,Arcade,English,1,2019,,
1539,13.0,Greece,40,Katerine Duska,Better Love,English,21,2019,,
1560,14.0,Israel,42,Kobi Marimi,Home,English,23,2019,,
1555,15.0,Norway,58,KEiiNO,Spirit in the Sky,English[ac],6,2019,,
1561,16.0,United Kingdom,62,Michael Rice,Bigger than Us,English,26,2019,,
1536,17.0,Iceland,32,Hatari,Hatrið mun sigra,Icelandic,10,2019,,
1537,18.0,Estonia,25,Victor Crone,Storm,English,20,2019,,
1531,19.0,Belarus,16,ZENA,Like It,English,24,2019,,
1558,20.0,Azerbaijan,12,Chingiz,Truth,English,8,2019,,
1562,21.0,France,62,Bilal Hassani,Roi,"French, English",16,2019,,
1563,22.0,Italy,45,Mahmood,Soldi,Italian[n],2,2019,,
1532,23.0,Serbia,12,Nevena Božović,Kruna (Круна),Serbian[g],18,2019,,
1544,24.0,Switzerland,60,Luca Hänni,She Got Me,English,4,2019,,
1535,25.0,Australia,5,Kate Miller-Heidke,Zero Gravity,English,9,2019,,
1564,26.0,Spain,59,Miki,La venda,Spanish,22,2019,,
1572,1.0,Cyprus,37,Elena Tsagrinou,El Diablo,English[b],16,2021,,
1591,2.0,Albania,17,Anxhela Peristeri,Karma,Albanian,21,2021,,
1576,3.0,Israel,43,Eden Alene,Set Me Free,English[w],17,2021,,
1575,4.0,Belgium,62,Hooverphonic,The Wrong Place,English,19,2021,,
1567,5.0,Russia,23,Manizha,Russian Woman,"Russian, English",9,2021,,
1580,6.0,Malta,33,Destiny,Je me casse,English[a],7,2021,,
1592,7.0,Portugal,52,The Black Mamba,Love Is on My Side,English,12,2021,,
1589,8.0,Serbia,13,Hurricane,Loco Loco,Serbian[g][b],15,2021,,
1598,9.0,United Kingdom,63,James Newman,Embers,English,26,2021,,
1584,10.0,Greece,41,Stefania,Last Dance,English,10,2021,,
1596,11.0,Switzerland,61,Gjon's Tears,Tout l'Univers,French,3,2021,,
1588,12.0,Iceland,33,Daði og Gagnamagnið,10 Years,English,4,2021,,
1599,13.0,Spain,60,Blas Cantó,Voy a quedarme,Spanish,24,2021,,
1587,14.0,Moldova,16,Natalia Gordienko,Sugar,English,13,2021,,
1600,15.0,Germany,64,Jendrik,I Don't Feel Hate,English[c],25,2021,,
1594,16.0,Finland,54,Blind Channel,Dark Side,English,6,2021,,
1593,17.0,Bulgaria,13,Victoria,Growing Up Is Getting Old,English,11,2021,,
1565,18.0,Lithuania,21,The Roop,Discoteque,English,8,2021,,
1579,19.0,Ukraine,16,Go_A,Shum (Шум),Ukrainian,5,2021,,
1601,20.0,France,63,Barbara Pravi,Voilà,French,2,2021,,
1578,21.0,Azerbaijan,13,Efendi,Mata Hari,English[o],20,2021,,
1573,22.0,Norway,59,Tix,Fallen Angel,English,18,2021,,
1602,23.0,Netherlands,61,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",23,2021,,
1603,24.0,Italy,46,Måneskin,Zitti e buoni,Italian,1,2021,,
1568,25.0,Sweden,60,Tusse,Voices,English,14,2021,,
1581,26.0,San Marino,11,Senhit[ad],Adrenalina,English[i],22,2021,,
